"id","soiltype","taxgrsc","x","y","uhdicm_a","lhdicm_a","sndmht_a","sltmht_a","clymht_a","uhdicm_b","lhdicm_b","sndmht_b","sltmht_b","clymht_b","uhdicm_c","lhdicm_c","sndmht_c","sltmht_c","clymht_c","uhdicm_d","lhdicm_d","sndmht_d","sltmht_d","clymht_d","uhdicm_e","lhdicm_e","sndmht_e","sltmht_e","clymht_e"
"id0936","S","Pseudogley",574965.508161039,5711408.63355096,0,10,41,26.5,35,10,30,45,34,20,30,50,45,34,20,50,70,45,34,20,70,90,45,34,20
"id0937","S","Pseudogley",574967.485207147,5708245.92254721,0,10,57.5,21.5,21,10,30,45,34,20,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id0938","L","Parabraunerde",574972.482910096,5708197.9420742,0,10,45,34,20,10,30,45,34,20,30,50,45,34,20,50,70,45,34,20,70,90,60,26.5,14.5
"id3074","Q","Regosol",574973.539545777,5716372.60987309,0,10,35,45,20,10,30,22.825,35.275,24.9,30,50,18.8,37.6,37.6,50,70,18.8,37.6,37.6,70,90,18.8,37.6,37.6
"id0939","B","Braunerde",574981.465340464,5706200.75592194,0,10,57.5,21.5,21,10,30,57.5,21.5,21,30,50,17.1875,26.5625,18.75,50,70,17.1875,26.5625,18.75,70,90,17.1875,26.5625,18.75
"id0940","B","Braunerde",574982.464421741,5706125.78646843,0,10,41,26.5,35,10,30,38.54,24.91,32.9,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id0941","B","Braunerde",574987.464536486,5706419.66669306,0,10,16.5,66.5,21,10,30,20,40,40,30,50,20,40,40,50,70,25.85,39.95,28.2,70,90,25.85,39.95,28.2
"id3075","D","Pelosol",574990.473841961,5707911.05889727,0,10,18.8,37.6,37.6,10,30,10.375,35.275,45.65,30,50,11.75,39.95,51.7,50,70,11.75,39.95,51.7,70,90,11.75,39.95,51.7
"id0942","L","Parabraunerde",574991.49165989,5710511.99881754,0,10,16.5,66.5,21,10,30,16.5,66.5,21,30,50,6.5,76.5,23.5,50,70,6.5,76.5,23.5,70,90,6.5,76.5,23.5
"id0943","S","Pseudogley",574994.490863711,5710566.9763863,0,10,16.5,66.5,21,10,30,16.5,66.5,21,30,50,35,45,20,50,70,35,45,20,70,90,20,40,40
"id0944","L","Parabraunerde",574997.494342749,5711234.70418768,0,10,16.5,66.5,21,10,30,16.5,66.5,21,30,50,16.5,66.5,21,50,70,6.5,76.5,23.5,70,90,16.5,66.5,21
"id0945","Q","Regosol",575000.499526294,5712148.33173647,0,10,80,17.5,2.5,10,30,75.2,16.45,2.35,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id3076","N","Ranker",575001.501747282,5712524.17851348,0,10,42.3,31.96,18.8,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id0946","K","Kolluvisol",575005.4881399,5710796.88259082,0,10,16.5,66.5,21,10,30,41,26.5,35,30,50,41,26.5,35,50,70,41,26.5,35,70,90,16.5,66.5,21
"id0947","L","Parabraunerde",575007.493335811,5711655.53256257,0,10,16.5,66.5,21,10,30,16.5,66.5,21,30,50,6.5,76.5,23.5,50,70,6.5,76.5,23.5,70,90,6.5,76.5,23.5
"id0948","B","Braunerde",575009.495684923,5712106.34877156,0,10,80,17.5,2.5,10,30,80,17.5,2.5,30,50,80,17.5,2.5,50,70,80,17.5,2.5,70,90,80,17.5,2.5
"id0949","Q","Regosol",575015.52041061,5716015.75485106,0,10,80,17.5,2.5,10,30,78.5,15,6.5,30,50,78.5,15,6.5,50,70,NA,NA,NA,70,90,NA,NA,NA
"id0950","B","Braunerde",575018.492587425,5712171.32220534,0,10,80,17.5,2.5,10,30,66.5,23.5,10,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id0951","B","Braunerde",575021.491230631,5712146.33236628,0,10,80,17.5,2.5,10,30,80,17.5,2.5,30,50,80,17.5,2.5,50,70,80,17.5,2.5,70,90,80,17.5,2.5
"id2211","B","Braunerde",575022.493731407,5712563.16242846,0,10,57.5,21.5,21,10,30,17.86,64.86,13.63,30,50,78.5,15,6.5,50,70,NA,NA,NA,70,90,NA,NA,NA
"id0952","Q","Regosol",575023.465735737,5708600.77761409,0,10,92.5,5,2.5,10,30,66.5,23.5,10,30,50,66.4,14.525,2.075,50,70,76.775,4.15,2.075,70,90,76.775,4.15,2.075
"id0953","Q","Regosol",575033.461611125,5708571.78937299,0,10,92.5,5,2.5,10,30,66.5,23.5,10,30,50,66.4,14.525,2.075,50,70,76.775,4.15,2.075,70,90,76.775,4.15,2.075
"id0954","B","Braunerde",575038.457388846,5708247.92135277,0,10,45,34,20,10,30,45,34,20,30,50,45,34,20,50,70,27.5,42.5,30,70,90,27.5,42.5,30
"id2212","S","Pseudogley",575042.442617187,5706359.6909318,0,10,66.5,23.5,10,10,30,73.79,14.1,6.11,30,50,92.5,5,2.5,50,70,NA,NA,NA,70,90,NA,NA,NA
"id3523","Q","Regosol",575043.456287042,5708370.87121162,0,10,62.51,22.09,9.4,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id2213","G","Gley",575044.474659938,5711065.77267841,0,10,19,69,14.5,10,30,19,69,14.5,30,50,15,60,30,50,70,15,60,30,70,90,15,60,30
"id0010","B","Braunerde",575046.454141188,5708231.92782896,0,10,19,69,14.5,10,30,19,69,14.5,30,50,4.0625,47.8125,14.6875,50,70,45,34,20,70,90,45,34,20
"id3077","Q","Regosol",575048.453043301,5708186.94615293,0,10,35,45,20,10,30,10.375,35.275,45.65,30,50,10.375,35.275,45.65,50,70,10.375,35.275,45.65,70,90,10.375,35.275,45.65
"id0955","Z","Pararendzina",575050.483311992,5712654.12508558,0,10,45,34,20,10,30,42.3,31.96,18.8,30,50,45,34,20,50,70,45,34,20,70,90,45,34,20
"id0956","L","Parabraunerde",575054.467599307,5710615.95597446,0,10,16.5,66.5,21,10,30,16.5,66.5,21,30,50,6.5,76.5,23.5,50,70,6.5,76.5,23.5,70,90,6.5,76.5,23.5
"id0957","B","Braunerde",575067.472681505,5712087.35600546,0,10,66.5,23.5,10,10,30,60,26.5,14.5,30,50,60,26.5,14.5,50,70,57.5,21.5,21,70,90,57.5,21.5,21
"id0958","L","Parabraunerde",575069.469118008,5711686.51940956,0,10,16.5,66.5,21,10,30,16.5,66.5,21,30,50,6.5,76.5,23.5,50,70,6.5,76.5,23.5,70,90,6.5,76.5,23.5
"id3078","B","Braunerde",575081.465280857,5711815.46673563,0,10,80,17.5,2.5,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id0960","B","Braunerde",575084.440072779,5708350.8791373,0,10,45,34,20,10,30,35,45,20,30,50,35,45,20,50,70,35,45,20,70,90,45,34,20
"id0959","B","Braunerde",575084.466102206,5712105.34852051,0,10,45,34,20,10,30,35,45,20,30,50,35,45,20,50,70,16.5,66.5,21,70,90,16.5,66.5,21
"id0961","L","Parabraunerde",575090.460296259,5711607.55142935,0,10,16.5,66.5,21,10,30,16.5,66.5,21,30,50,16.5,66.5,21,50,70,6.5,76.5,23.5,70,90,16.5,66.5,21
"id0962","Q","Regosol",575093.491057402,5716247.65931967,0,10,35,45,20,10,30,18.8,37.6,37.6,30,50,17.1875,26.5625,18.75,50,70,17.1875,26.5625,18.75,70,90,17.1875,26.5625,18.75
"id0963","L","Parabraunerde",575094.457711417,5711461.61089827,0,10,16.5,66.5,21,10,30,16.5,66.5,21,30,50,6.5,76.5,23.5,50,70,6.5,76.5,23.5,70,90,6.5,76.5,23.5
"id0964","S","Pseudogley",575098.418087826,5705980.8451448,0,10,41,26.5,35,10,30,45,34,20,30,50,45,34,20,50,70,41,26.5,35,70,90,41,26.5,35
"id3079","Q","Regosol",575111.426989393,5707991.02568744,0,10,20,40,40,10,30,7.8125,26.5625,34.375,30,50,10.375,35.275,45.65,50,70,10.375,35.275,45.65,70,90,10.375,35.275,45.65
"idx135",NA,NA,575111.431338405,5708617.77018833,0,10,13.695,55.195,17.43,10,30,60,26.5,14.5,30,50,66.5,23.5,10,50,70,80,17.5,2.5,70,90,80,17.5,2.5
"id3080","L","Parabraunerde",575120.42732343,5708547.79866284,0,10,45,34,20,10,30,57.5,21.5,21,30,50,57.5,21.5,21,50,70,57.5,21.5,21,70,90,57.5,21.5,21
"id2214","G","Gley",575125.442224441,5710986.80423989,0,10,6.5,76.5,23.5,10,30,60,26.5,14.5,30,50,16.5,66.5,21,50,70,16.5,66.5,21,70,90,16.5,66.5,21
"id0965","L","Parabraunerde",575125.446890604,5711663.52831308,0,10,16.5,66.5,21,10,30,16.5,66.5,21,30,50,6.5,76.5,23.5,50,70,6.5,76.5,23.5,70,90,6.5,76.5,23.5
"id2215","Q","Regosol",575130.475943388,5716184.68454228,0,10,15.51,62.51,19.74,10,30,12.5,25,25,30,50,21.875,28.125,12.5,50,70,21.875,28.125,12.5,70,90,21.875,28.125,12.5
"id3082","Q","Regosol",575132.421149769,5708335.88498891,0,10,20,40,40,10,30,20,40,40,30,50,20,40,40,50,70,20,40,40,70,90,20,40,40
"id3081","B","Braunerde",575132.445061345,5711798.47323,0,10,80,17.5,2.5,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id0966","B","Braunerde",575133.449426753,5712490.19116379,0,10,45,34,20,10,30,45,34,20,30,50,45,34,20,50,70,NA,NA,NA,70,90,NA,NA,NA
"id0968","S","Pseudogley",575140.433997805,5710649.94147593,0,10,16.5,66.5,21,10,30,16.5,66.5,21,30,50,35,45,20,50,70,35,45,20,70,90,20,40,40
"id0967","B","Braunerde",575140.443572178,5712040.37452294,0,10,66.5,23.5,10,10,30,60,26.5,14.5,30,50,60,26.5,14.5,50,70,57.5,21.5,21,70,90,57.5,21.5,21
"id2216","B","Braunerde",575143.475995409,5716948.3728954,0,10,21,71,10,10,30,35,45,20,30,50,35,45,20,50,70,9.545,63.495,12.035,70,90,9.545,63.495,12.035
"id2217","S","Pseudogley",575145.39899924,5705875.88777282,0,10,20,40,40,10,30,20,40,40,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id2218","B","Braunerde",575147.468863228,5716135.7043084,0,10,19,69,14.5,10,30,19,69,14.5,30,50,15.51,62.51,19.74,50,70,20,40,40,70,90,20,40,40
"id2219","B","Braunerde",575149.415977707,5708551.79686987,0,10,66.5,23.5,10,10,30,66.5,23.5,10,30,50,57.8125,3.125,1.5625,50,70,57.8125,3.125,1.5625,70,90,57.8125,3.125,1.5625
"id0969","S","Pseudogley",575149.435156918,5711332.6630267,0,10,60,26.5,14.5,10,30,66.5,23.5,10,30,50,66.5,23.5,10,50,70,60,26.5,14.5,70,90,60,26.5,14.5
"id0970","B","Braunerde",575167.43332379,5712098.35064508,0,10,45,34,20,10,30,35,45,20,30,50,35,45,20,50,70,16.5,66.5,21,70,90,16.5,66.5,21
"id0971","S","Pseudogley",575169.462176271,5716435.58172004,0,10,35,45,20,10,30,12.5,25,25,30,50,35.9375,13.4375,13.125,50,70,45,34,20,70,90,45,34,20
"id0973","B","Braunerde",575176.40485779,5708474.82810005,0,10,60,26.5,14.5,10,30,45,34,20,30,50,66.5,23.5,10,50,70,66.5,23.5,10,70,90,78.5,15,6.5
"id0972","B","Braunerde",575176.405209411,5708525.80731467,0,10,60,26.5,14.5,10,30,60,26.5,14.5,30,50,57.5,21.5,21,50,70,NA,NA,NA,70,90,NA,NA,NA
"id0974","S","Pseudogley",575178.457161601,5716223.66804493,0,10,35,45,20,10,30,12.5,25,25,30,50,35.9375,13.4375,13.125,50,70,45,34,20,70,90,45,34,20
"id2220","B","Braunerde",575178.462111076,5716951.37121373,0,10,21,71,10,10,30,35,45,20,30,50,35,45,20,50,70,9.545,63.495,12.035,70,90,9.545,63.495,12.035
"id2221","S","Pseudogley",575180.400814104,5708115.97439036,0,10,20,40,40,10,30,27.5,42.5,30,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id2222","G","Gley",575181.427138617,5712001.39006317,0,10,78.5,15,6.5,10,30,78.5,15,6.5,30,50,66.5,23.5,10,50,70,NA,NA,NA,70,90,NA,NA,NA
"id2223","L","Parabraunerde",575185.4245821,5711858.44832086,0,10,21,71,10,10,30,21,71,10,30,50,16.5,66.5,21,50,70,NA,NA,NA,70,90,NA,NA,NA
"id0976","L","Parabraunerde",575186.423441275,5711749.49274479,0,10,16.5,66.5,21,10,30,16.5,66.5,21,30,50,16.5,66.5,21,50,70,6.5,76.5,23.5,70,90,16.5,66.5,21
"id0975","K","Kolluvisol",575186.428644264,5712509.18293483,0,10,45,34,20,10,30,45,34,20,30,50,45,34,20,50,70,45,34,20,70,90,45,34,20
"id2224",NA,NA,575189.416508758,5710910.83472088,0,10,12.5,52.5,40,10,30,16.5,66.5,21,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id2225","G","Gley",575190.41887791,5711313.67043987,0,10,6.5,76.5,23.5,10,30,60,26.5,14.5,30,50,16.5,66.5,21,50,70,16.5,66.5,21,70,90,16.5,66.5,21
"id2226","L","Parabraunerde",575199.419651728,5711944.41314299,0,10,78.5,15,6.5,10,30,66.5,23.5,10,30,50,49.8,21.995,12.035,50,70,49.8,21.995,12.035,70,90,49.8,21.995,12.035
"id2227",NA,NA,575203.388267552,5707603.18335176,0,10,12.5,42.5,55,10,30,10.375,35.275,45.65,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"idx136",NA,NA,575203.388825494,5707684.15033924,0,10,16.6,33.2,33.2,10,30,7.8125,26.5625,34.375,30,50,10.375,35.275,45.65,50,70,10.375,35.275,45.65,70,90,10.375,35.275,45.65
"idx137",NA,NA,575203.450945072,5716769.44509915,0,10,4.0625,47.8125,14.6875,10,30,20,40,40,30,50,20,40,40,50,70,37.35,28.22,16.6,70,90,37.35,28.22,16.6
"id3431","L","Parabraunerde",575206.394049332,5708613.77127934,0,10,57.5,21.5,21,10,30,57.5,21.5,21,30,50,57.5,21.5,21,50,70,57.5,21.5,21,70,90,57.5,21.5,21
"id0977","S","Pseudogley",575206.445181435,5716095.71988837,0,10,35,45,20,10,30,12.5,25,25,30,50,35.9375,13.4375,13.125,50,70,45,34,20,70,90,45,34,20
"id2228","K","Kolluvisol",575211.448458878,5716871.40340313,0,10,19,69,14.5,10,30,19,69,14.5,30,50,19,69,14.5,50,70,57.5,21.5,21,70,90,57.5,21.5,21
"id0978","B","Braunerde",575212.387701744,5708033.00805205,0,10,20,40,40,10,30,20,40,40,30,50,20,40,40,50,70,27.5,42.5,30,70,90,27.5,42.5,30
"id0980","B","Braunerde",575215.387798054,5708217.9326337,0,10,20,40,40,10,30,27.5,42.5,30,30,50,27.5,42.5,30,50,70,27.5,42.5,30,70,90,20,40,40
"id0979","Q","Regosol",575215.415208157,5712217.30171103,0,10,78.5,15,6.5,10,30,78.5,15,6.5,30,50,80,17.5,2.5,50,70,78.5,15,6.5,70,90,78.5,15,6.5
"id2229","S","Pseudogley",575217.446488554,5716932.37845056,0,10,19,69,14.5,10,30,19,69,14.5,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id0981","Q","Regosol",575224.410628226,5712066.36319059,0,10,78.5,15,6.5,10,30,78.5,15,6.5,30,50,80,17.5,2.5,50,70,65.155,12.45,5.395,70,90,65.155,12.45,5.395
"id3432",NA,NA,575225.385546826,5708460.83353449,0,10,60,26.5,14.5,10,30,56.4,24.91,13.63,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id0982","L","Parabraunerde",575231.403350935,5711404.63301097,0,10,16.5,66.5,21,10,30,16.5,66.5,21,30,50,16.5,66.5,21,50,70,6.5,76.5,23.5,70,90,16.5,66.5,21
"id2230","Z","Pararendzina",575239.408235084,5712583.15228049,0,10,45,34,20,10,30,55.195,19.505,8.3,30,50,62.51,22.09,9.4,50,70,62.51,22.09,9.4,70,90,62.51,22.09,9.4
"id0983","S","Pseudogley",575239.433644583,5716325.62569153,0,10,35,45,20,10,30,12.5,25,25,30,50,35.9375,13.4375,13.125,50,70,45,34,20,70,90,45,34,20
"id3083","B","Braunerde",575244.372815474,5707691.14728731,0,10,16.5,66.5,21,10,30,20,40,40,30,50,20,40,40,50,70,20,40,40,70,90,20,40,40
"id3433","L","Parabraunerde",575245.368325019,5707094.39061598,0,10,78.5,15,6.5,10,30,78.5,15,6.5,30,50,92.5,5,2.5,50,70,NA,NA,NA,70,90,NA,NA,NA
"id2231","B","Braunerde",575250.376976391,5708640.76002381,0,10,45,34,20,10,30,45,34,20,30,50,19,69,14.5,50,70,35,45,20,70,90,35,45,20
"id2232","B","Braunerde",575260.370097173,5708208.93606284,0,10,35,45,20,10,30,35,45,20,30,50,20,40,40,50,70,20,40,40,70,90,20,40,40
"id3084","D","Pelosol",575261.368157609,5707983.02818041,0,10,20,40,40,10,30,11.75,39.95,51.7,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id0984","L","Parabraunerde",575269.369257205,5708601.77581358,0,10,35,45,20,10,30,20,40,40,30,50,20,40,40,50,70,20,40,40,70,90,20,40,40
"id0985","L","Parabraunerde",575270.391205023,5711877.43984658,0,10,19,69,14.5,10,30,21,71,10,30,50,11.5,76.5,14.5,50,70,11.5,76.5,14.5,70,90,11.5,76.5,14.5
"id0986","G","Gley",575271.387471855,5711386.64002335,0,10,16.5,66.5,21,10,30,12.5,52.5,40,30,50,12.5,52.5,40,50,70,15,60,30,70,90,15,60,30
"id2233",NA,NA,575274.384296833,5711093.75945608,0,10,12.5,52.5,40,10,30,16.5,66.5,21,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id0987","L","Parabraunerde",575276.388058374,5711762.48668269,0,10,16.5,66.5,21,10,30,16.5,66.5,21,30,50,16.5,66.5,21,50,70,6.5,76.5,23.5,70,90,16.5,66.5,21
"id0988","S","Pseudogley",575286.347727619,5706429.66150374,0,10,35,45,20,10,30,45,34,20,30,50,27.5,42.5,30,50,70,35,45,20,70,90,35,45,20
"id0989","L","Parabraunerde",575292.383597645,5712034.37564342,0,10,19,69,14.5,10,30,19,69,14.5,30,50,19,69,14.5,50,70,6.5,76.5,23.5,70,90,6.5,76.5,23.5
"id2234","D","Pelosol",575294.356961072,5708236.92446782,0,10,35,45,20,10,30,20,40,40,30,50,10.375,35.275,45.65,50,70,10.375,35.275,45.65,70,90,10.375,35.275,45.65
"id0990","Q","Regosol",575299.345485263,5706844.49229069,0,10,60,26.5,14.5,10,30,60,26.5,14.5,30,50,78.5,15,6.5,50,70,78.5,15,6.5,70,90,78.5,15,6.5
"id3085","S","Pseudogley",575302.383359866,5712581.15251597,0,10,57.5,21.5,21,10,30,41,26.5,35,30,50,45,34,20,50,70,45,34,20,70,90,45,34,20
"id0991","L","Parabraunerde",575303.338221482,5706011.83182539,0,10,11.5,76.5,14.5,10,30,11.5,76.5,14.5,30,50,11.5,76.5,14.5,50,70,11.5,76.5,14.5,70,90,45,34,20
"id3086","S","Pseudogley",575303.369687471,5710623.95085643,0,10,42.3,31.96,18.8,10,30,45,34,20,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id2235","Q","Regosol",575304.345094718,5707073.39892135,0,10,78.5,15,6.5,10,30,78.5,15,6.5,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id0992","B","Braunerde",575315.377201655,5712429.214377,0,10,16.5,66.5,21,10,30,16.5,66.5,21,30,50,35,45,20,50,70,35,45,20,70,90,35,45,20
"id0993","B","Braunerde",575316.377111476,5712474.1960184,0,10,16.5,66.5,21,10,30,16.5,66.5,21,30,50,35,45,20,50,70,35,45,20,70,90,35,45,20
"id0994","B","Braunerde",575320.33837005,5707005.42657287,0,10,60,26.5,14.5,10,30,60,26.5,14.5,30,50,56.4,24.91,13.63,50,70,NA,NA,NA,70,90,NA,NA,NA
"id0995","Q","Regosol",575324.344425075,5708122.97078331,0,10,12.5,52.5,40,10,30,6.1875,24.9375,7.875,30,50,6.1875,24.9375,7.875,50,70,16.6,33.2,33.2,70,90,16.6,33.2,33.2
"id3087","S","Pseudogley",575324.362021797,5710711.91481899,0,10,42.3,31.96,18.8,10,30,45,34,20,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id3088","Z","Pararendzina",575328.338689426,5707511.22026059,0,10,18.8,37.6,37.6,10,30,25.85,39.95,28.2,30,50,16.6,33.2,33.2,50,70,NA,NA,NA,70,90,NA,NA,NA
"id0996","S","Pseudogley",575337.357312614,5710771.89025603,0,10,35,45,20,10,30,35,45,20,30,50,35,45,20,50,70,35,45,20,70,90,35,45,20
"id3089","L","Parabraunerde",575338.332778677,5707218.33966269,0,10,57.5,21.5,21,10,30,66.5,23.5,10,30,50,78.5,15,6.5,50,70,78.5,15,6.5,70,90,78.5,15,6.5
"id2236","L","Parabraunerde",575338.345549722,5709095.57401494,0,10,19,69,14.5,10,30,19,69,14.5,30,50,19,69,14.5,50,70,19,69,14.5,70,90,19,69,14.5
"id0997","B","Braunerde",575344.327495231,5706787.51534329,0,10,57.5,21.5,21,10,30,57.5,21.5,21,30,50,57.5,21.5,21,50,70,60,26.5,14.5,70,90,57.5,21.5,21
"id2238","L","Parabraunerde",575352.340312189,5709133.55843589,0,10,19,69,14.5,10,30,19,69,14.5,30,50,19,69,14.5,50,70,19,69,14.5,70,90,19,69,14.5
"id2237","B","Braunerde",575352.37428351,5714163.5064771,0,10,19,69,14.5,10,30,15,60,30,30,50,15,60,30,50,70,10.375,35.275,45.65,70,90,10.375,35.275,45.65
"id0998","L","Parabraunerde",575356.357114819,5711849.45052695,0,10,19,69,14.5,10,30,21,71,10,30,50,11.5,76.5,14.5,50,70,11.5,76.5,14.5,70,90,11.5,76.5,14.5
"id3434","Q","Regosol",575358.334729881,5708657.75247715,0,10,35,45,20,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id0999","B","Braunerde",575359.335273404,5708795.69620549,0,10,35,45,20,10,30,20,40,40,30,50,27.5,42.5,30,50,70,27.5,42.5,30,70,90,27.5,42.5,30
"id1000","S","Pseudogley",575360.346511098,5710512.99569302,0,10,19,69,14.5,10,30,19,69,14.5,30,50,19,69,14.5,50,70,6.5,76.5,23.5,70,90,11.5,76.5,14.5
"id1001","B","Braunerde",575366.320046436,5706957.44594687,0,10,35,45,20,10,30,45,34,20,30,50,35,45,20,50,70,35,45,20,70,90,35,45,20
"id3090","Q","Regosol",575366.329063065,5708284.90451284,0,10,32.9,42.3,18.8,10,30,16.6,33.2,33.2,30,50,11.75,39.95,51.7,50,70,11.75,39.95,51.7,70,90,11.75,39.95,51.7
"id1002","L","Parabraunerde",575380.352148612,5712517.17789885,0,10,19,69,14.5,10,30,19,69,14.5,30,50,6.5,76.5,23.5,50,70,6.5,76.5,23.5,70,90,6.5,76.5,23.5
"id3435","Q","Regosol",575384.322798788,5708401.85671061,0,10,35,45,20,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id1003",NA,NA,575385.342162783,5711326.66356352,0,10,16.5,66.5,21,10,30,16.5,66.5,21,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id2239","S","Pseudogley",575387.379207993,5716967.36197825,0,10,19,69,14.5,10,30,19,69,14.5,30,50,16.6,33.2,33.2,50,70,16.6,33.2,33.2,70,90,16.6,33.2,33.2
"id1004","L","Parabraunerde",575388.348642499,5712465.19903296,0,10,19,69,14.5,10,30,19,69,14.5,30,50,6.5,76.5,23.5,50,70,6.5,76.5,23.5,70,90,6.5,76.5,23.5
"id1005","B","Braunerde",575389.311421511,5707012.42342603,0,10,60,26.5,14.5,10,30,60,26.5,14.5,30,50,56.4,24.91,13.63,50,70,NA,NA,NA,70,90,NA,NA,NA
"id2240","Q","Regosol",575399.315876137,5708247.91942198,0,10,20,40,40,10,30,18.8,37.6,37.6,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id1006","L","Parabraunerde",575403.339273357,5711951.40852597,0,10,19,69,14.5,10,30,19,69,14.5,30,50,19,69,14.5,50,70,19,69,14.5,70,90,19,69,14.5
"id1007","S","Pseudogley",575404.329667219,5710581.96723052,0,10,19,69,14.5,10,30,19,69,14.5,30,50,19,69,14.5,50,70,6.5,76.5,23.5,70,90,11.5,76.5,14.5
"id3091","Q","Regosol",575408.304475257,5707084.39398862,0,10,75.2,16.45,2.35,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id2242","L","Parabraunerde",575413.295135377,5705994.83838677,0,10,19,69,14.5,10,30,19,69,14.5,30,50,6.5,76.5,23.5,50,70,6.5,76.5,23.5,70,90,6.5,76.5,23.5
"id1008","S","Pseudogley",575413.2989101,5706551.61128745,0,10,35,45,20,10,30,35,45,20,30,50,35,45,20,50,70,35,45,20,70,90,35,45,20
"id2241","S","Pseudogley",575413.309895085,5708174.94911365,0,10,18.8,37.6,37.6,10,30,25.85,39.95,28.2,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id3092","Z","Pararendzina",575415.304455269,5707486.23004591,0,10,18.8,37.6,37.6,10,30,25.85,39.95,28.2,30,50,16.6,33.2,33.2,50,70,NA,NA,NA,70,90,NA,NA,NA
"id1009","B","Braunerde",575416.299774976,5706852.48854898,0,10,35,45,20,10,30,45,34,20,30,50,35,45,20,50,70,35,45,20,70,90,35,45,20
"id1010","B","Braunerde",575417.301515067,5707167.3601073,0,10,35,45,20,10,30,42.3,31.96,18.8,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id1011","L","Parabraunerde",575423.330181466,5711771.48176604,0,10,16.5,66.5,21,10,30,19,69,14.5,30,50,16.5,66.5,21,50,70,16.5,66.5,21,70,90,16.5,66.5,21
"id1012","S","Pseudogley",575425.309298628,5708783.70071373,0,10,35,45,20,10,30,35,45,20,30,50,20,40,40,50,70,20,40,40,70,90,20,40,40
"id2243","B","Braunerde",575427.303746534,5708076.98900129,0,10,45,34,20,10,30,32.9,42.3,18.8,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id2244","L","Parabraunerde",575428.30837771,5708821.68520034,0,10,45,34,20,10,30,45,34,20,30,50,19,69,14.5,50,70,19,69,14.5,70,90,19,69,14.5
"id1014","S","Pseudogley",575429.302517473,5708011.01590382,0,10,45,34,20,10,30,57.5,21.5,21,30,50,57.5,21.5,21,50,70,92.5,5,2.5,70,90,92.5,5,2.5
"id1013","B","Braunerde",575429.309575069,5709057.58895576,0,10,19,69,14.5,10,30,20,40,40,30,50,20,40,40,50,70,20,40,40,70,90,20,40,40
"id1015","S","Pseudogley",575431.324614996,5711411.62852453,0,10,16.5,66.5,21,10,30,41,26.5,35,30,50,41,26.5,35,50,70,41,26.5,35,70,90,41,26.5,35
"id2245","B","Braunerde",575431.331623035,5712457.20190452,0,10,57.5,21.5,21,10,30,57.5,21.5,21,30,50,35,45,20,50,70,35,45,20,70,90,35,45,20
"id3524",NA,NA,575433.331730627,5712591.14723131,0,10,15,60,30,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id3093","B","Braunerde",575437.293154753,5707088.39223247,0,10,60,26.5,14.5,10,30,60,26.5,14.5,30,50,56.4,24.91,13.63,50,70,NA,NA,NA,70,90,NA,NA,NA
